boundary,construction,dimensions,fig_count,floor,location,open_sides,price,price_per_sqft,transaction,type,garden_park,main_road,pool,width_road,area
No,No,,0,4,Kasba,,50,3472,Resale,Residential Land / Plot,0,0,0,,1440
Yes,No,,0,,Barrackpore,,42,2917,Resale,Residential Land / Plot,0,0,0,,1440
Yes,Yes,,2,1,Canning,,150,2447,Resale,Residential Land / Plot,0,0,0,,6129
Yes,No,21970 X 6.03,0,20,"Titagarh, Barrackpore",4,1600,1208,Resale,Residential Land / Plot,0,1,0,32,132500
Yes,No,,0,3,Maheshtala,2,160,1389,Resale,Residential Land / Plot,0,0,0,5,11520
No,No,,2,,Shibrampur,2,12,833,Resale,Residential Land / Plot,0,0,0,10,1440
No,No,,3,,Action Area 3,1,118,5463,Resale,Residential Land / Plot,0,0,0,13,2160
Yes,Yes,70 X 314.29,0,2,"New Market Area, Taltala",1,500,2273,Resale,Residential Land / Plot,0,0,0,2,22000
No,No,,2,5,North 24 Parganas,,140,972,Resale,Residential Land / Plot,0,0,0,,14400
No,No,,0,Congo,"Bandel, Chinsurah",4,50,631,Resale,Residential Land / Plot,0,0,0,4,7921
No,No,50 X 28.8,13,,Joka,2,7.8,542,New Property,Residential Land / Plot,1,1,0,7,1440
No,No,53.7 X 26.8,5,1,Action Area 3,,22,1528,Resale,Residential Land / Plot,0,0,0,,1440
No,No,,0,4,Beleghata,,4000,3703,Resale,Residential Land / Plot,0,0,0,,108000
No,No,40 X 36,1,Congo,Joka,2,2.7,375,Resale,Residential Land / Plot,0,0,0,20,720
No,Yes,45 X 32,0,4,Debrupayan Nagar,3,8.4,583,Resale,Residential Land / Plot,0,0,0,9,1440
No,No,24 X 30,17,,Joka,2,2.3,319,New Property,Residential Land / Plot,1,1,0,25,720
Yes,No,,0,,Madhyamgram,1,27,1667,Resale,Residential Land / Plot,0,0,0,5,1440
No,No,,2,4,Action Area 3,1,90,5556,Resale,Residential Land / Plot,0,0,0,13,1620
Yes,Yes,,0,,Kasba,1,900,2083,New Property,Residential Land / Plot,0,1,0,10,43200
No,No,,2,4,Action Area 3,2,125,5806,Resale,Residential Land / Plot,0,0,0,13,2153
Yes,No,,0,5,"Palta, Barrackpore",2,36,1667,New Property,Residential Land / Plot,0,0,0,9,2160
Yes,No,,0,,Action Area 3,,21,1458,Resale,Residential Land / Plot,1,1,1,,1440
Yes,Yes,,1,5,Santipur,2,50,990,Resale,Residential Land / Plot,0,0,0,2,5050
No,Yes,,6,,Piali,,5,694,Resale,Residential Land / Plot,0,0,0,,720
No,Yes,,6,,Piali,,1,139,Resale,Residential Land / Plot,0,0,0,,720
No,No,53.7 X 53.7,0,4,"Ghola, Sodepur",3,19,660,Resale,Residential Land / Plot,0,1,0,8,2880
Yes,No,45 X 70,0,5,"Bosepukur, Kasba",1,35,972,Resale,Residential Land / Plot,0,0,0,20,3600
Yes,No,,4,4,Shyamnagar,1,26,1204,Resale,Residential Land / Plot,0,0,0,18,2160
Yes,Yes,,0,6,"Gariahat Road, Gariahat",2,2000,2771,Resale,Residential Land / Plot,0,1,0,120,72180
No,No,32 X 45,7,,Joka,1,5,347,New Property,Residential Land / Plot,1,1,0,5,1440
Yes,Yes,35 X 41.14,2,2,Sonarpur,4,16,1111,New Property,Residential Land / Plot,1,1,0,4,1440
Yes,No,,36,5,Rajarhat,2,125,87,Resale,Residential Land / Plot,1,1,1,16,144000
Yes,No,,0,18,New Town,1,6,171,New Property,Residential Land / Plot,0,0,0,20,3500
No,No,,0,Congo,Joka,2,3.8,264,Resale,Residential Land / Plot,0,1,0,7,1440
Yes,Yes,28 X 45.71,7,4,Purbasa,4,14,1094,New Property,Residential Land / Plot,0,1,0,4,1280
No,No,32 X 56.25,4,5,Sonarpur,2,17.5,972,New Property,Residential Land / Plot,0,1,0,5,1800
No,No,55 X 78.55,5,5,Sonarpur,2,42,972,New Property,Residential Land / Plot,0,1,0,15,4320
No,No,,7,Congo,Basirhat,1,36,595,Resale,Residential Land / Plot,0,0,0,10,6050
Yes,Yes,40 X 36,2,4,Action Area 2,2,22.6,1569,New Property,Residential Land / Plot,1,1,0,30,1440
Yes,No,,0,1,"Santoshree Pally, Thakurpukur",,40,1389,Resale,Residential Land / Plot,0,0,0,,2880
No,No,,0,Congo,Rajpur Sonarpur,2,75,359,Resale,Residential Land / Plot,0,0,0,6,20880
No,No,,2,Congo,Joka,1,6,417,Resale,Residential Land / Plot,0,0,0,20,1440
Yes,Yes,40 X 44.5,8,5,New Town,2,22.5,1264,New Property,Residential Land / Plot,1,1,0,30,1780
No,No,44 X 32.89,2,2,Subhasgram,1,13.5,933,Resale,Residential Land / Plot,0,0,0,3,1447
Yes,No,40 X 72,4,5,Sonarpur,2,28,972,New Property,Residential Land / Plot,0,1,0,5,2880
Yes,No,,0,4,Naihati,,99,1650,Resale,Residential Land / Plot,0,0,0,,6000
No,No,,4,,Joka,2,2.5,347,Resale,Residential Land / Plot,0,0,0,20,720
No,No,,5,Congo,Joka,2,1.9,257,Resale,Residential Land / Plot,0,0,0,20,720
No,No,,6,,Joka,1,3,417,Resale,Residential Land / Plot,0,0,0,20,720
Yes,Yes,41.99 X 34.29,5,Congo,Action Area 3,3,21.4,1486,Resale,Residential Land / Plot,0,1,0,10,1440
Yes,No,,0,,Nayabad,1,45,3125,Resale,Residential Land / Plot,0,1,0,6,1440
Yes,No,,0,,"Madurdaha, Hussainpur",1,45,3125,Resale,Residential Land / Plot,0,1,0,5,1440
No,No,1250 X 1,7,5,Action Area 2,2,24,1920,Resale,Residential Land / Plot,1,1,0,13,1250
Yes,No,,2,4,New Alipore,2,500,1736,Resale,Residential Land / Plot,0,1,0,25,28800
No,Yes,,0,3,"Ganga Nagar, Mukundapur",1,25,1722,Resale,Residential Land / Plot,0,0,0,10,1452
No,No,,1,3,New Town,1,22,1528,Resale,Residential Land / Plot,0,0,0,18,1440
Yes,No,,10,5,Rajpur Sonarpur,2,18,417,Resale,Residential Land / Plot,0,0,0,4,4320
No,No,1288 X 1342,1,4,Ruby Hospital Area,1,7,972,Resale,Residential Land / Plot,0,0,0,20,720
No,No,,1,,Rajarhat,3,198,5500,Resale,Residential Land / Plot,0,0,0,10,3600
Yes,No,,0,,"Madurdaha, Hussainpur",1,70,3241,Resale,Residential Land / Plot,0,1,0,6,2160
No,No,30 X 24,14,Congo,Bishnupur,1,2.5,347,Resale,Residential Land / Plot,1,0,0,10,720
No,Yes,18 X 12,4,3,Action Area 3,3,20,1389,Resale,Residential Land / Plot,0,1,0,30,1440
No,No,,0,,New Town,,10,909,Resale,Residential Land / Plot,0,0,0,,1100
Yes,Yes,134 X 32.2,1,4,Sonarpur,1,9,208,Resale,Residential Land / Plot,0,1,0,30,4320
No,No,,2,,New Town,1,23,1825,Resale,Residential Land / Plot,0,1,0,6,1260
No,No,30 X 48,7,,Joka,1,3.5,486,Resale,Residential Land / Plot,1,0,0,10,720
No,No,80 X 32.5,2,1,"Domjur, Howrah",,14,538,Resale,Residential Land / Plot,0,0,0,,2600
Yes,Yes,402 X 443,3,1,Kona,2,66,3055,Resale,Residential Land / Plot,0,0,0,3,2160
Yes,Yes,,0,,Thakurpukur,,120,1667,Resale,Residential Land / Plot,0,0,0,,7201
No,Yes,,1,Congo,Rajarhat,2,150,2604,Resale,Residential Land / Plot,0,0,0,8,5761
Yes,Yes,33 X 17,6,1,Subhasgram,2,50,1170,Resale,Residential Land / Plot,1,0,0,8,4275
Yes,Yes,50 X 14.4,6,4,Joka,2,1.8,250,New Property,Residential Land / Plot,1,1,0,7,720
Yes,Yes,50 X 21.6,7,4,Joka,2,3,278,New Property,Residential Land / Plot,1,1,0,7,1080
Yes,Yes,50 X 14.4,8,4,Joka,2,2.1,292,New Property,Residential Land / Plot,1,1,0,7,720
Yes,Yes,50 X 14.4,12,4,Joka,2,2,278,New Property,Residential Land / Plot,1,1,0,7,720
No,No,,0,,Rajpur Sonarpur,,18,417,Resale,Residential Land / Plot,0,1,0,,4320
No,No,,0,,Sarsuna,,72,3139,Resale,Residential Land / Plot,0,0,0,,2294
No,No,1610 X 805,8,8,"Ramchandrapur, Narendrapur",4,27,1250,Resale,Residential Land / Plot,0,0,0,10,2160
No,No,,7,Congo,Joka,1,5.8,266,Resale,Residential Land / Plot,0,0,0,20,2160
No,No,,2,4,Jamandapara,4,16,1111,Resale,Residential Land / Plot,0,0,0,5,1440
Yes,No,,0,4,Garia,2,140,3889,Resale,Residential Land / Plot,0,0,0,57,3600
No,No,,0,3,Garia,,130,1806,Resale,Residential Land / Plot,0,0,0,,7200
No,No,,0,5,Nalpur,,15,417,Resale,Residential Land / Plot,0,0,0,,3600
Yes,No,24 X 30,5,1,Khariberia,4,1,139,New Property,Residential Land / Plot,1,1,0,8,720
Yes,No,,0,2,"Chinar Park, Rajarhat",2,62,3444,Resale,Residential Land / Plot,0,1,0,12,1800
Yes,Yes,,1,1,Subhasgram,1,50,868,New Property,Residential Land / Plot,1,1,0,10,5761
Yes,Yes,,0,2,"Kudghat, Ashok Nagar",1,30,2083,Resale,Residential Land / Plot,0,0,0,2,1440
No,No,,0,3,Rajarhat,1,28,1296,Resale,Residential Land / Plot,0,0,0,2,2160
No,No,,0,,Abada,,10,463,Resale,Residential Land / Plot,0,0,0,,2160
No,No,,0,,Chakdaha,,9,417,Resale,Residential Land / Plot,0,0,0,,2160
No,No,32 X 41,1,5,Garia,,50,3811,Resale,Residential Land / Plot,0,1,0,,1312
Yes,Yes,48 X 45,2,5,Rajarhat,2,21.9,1014,New Property,Residential Land / Plot,1,1,0,30,2160
No,No,,6,,Hatiara,,20.5,2500,New Property,Residential Land / Plot,1,1,0,,820
Yes,Yes,,0,1,Shyamnagar,,50,1736,Resale,Residential Land / Plot,0,0,0,,2880
Yes,No,100 X 76.08,9,4,Nayabad,1,191,2522,Resale,Residential Land / Plot,0,0,0,6,7608
No,No,40 X 30,8,,Joka,1,5.5,303,New Property,Residential Land / Plot,1,1,0,25,1800
Yes,No,,2,4,Hridaypur,2,125,3473,Resale,Residential Land / Plot,0,0,0,10,3600
No,No,30 X 24,8,,Joka,1,2.8,382,New Property,Residential Land / Plot,1,0,0,5,720
No,Yes,45 X 31.11,19,,Joka,1,3.6,257,New Property,Residential Land / Plot,1,1,0,25,1400
Yes,No,1.07 X 671,2,1,"Palta, Barrackpore",,16,2222,Resale,Residential Land / Plot,0,0,0,,720
No,No,,0,,Barrackpore,,20,1852,New Property,Residential Land / Plot,0,0,0,,1080
Yes,Yes,,13,2,Joka,2,1.6,111,Resale,Residential Land / Plot,0,0,0,20,1440
Yes,No,57 X 64,3,,Behala,3,78.3,2146,Resale,Residential Land / Plot,0,0,0,4,3648
Yes,No,,0,,Sodepur,,50,633,Resale,Residential Land / Plot,0,0,0,,7893
No,No,56 X 257.14,2,3,Sonarpur,1,60,417,Resale,Residential Land / Plot,0,1,0,30,14400
No,No,,0,4,Hindmotor,,12,667,Resale,Residential Land / Plot,0,0,0,,1800
No,No,,2,,Chinsurah,1,99,2292,Resale,Residential Land / Plot,0,0,0,10,4320
Yes,Yes,,37,4,Rajarhat,2,42,2000,Resale,Residential Land / Plot,0,1,0,6,2100
No,No,46 X 54.78,1,,Action Area 3,2,50,1984,Resale,Residential Land / Plot,0,1,0,7,2520
No,No,,0,3,Sodepur,,50,2779,Resale,Residential Land / Plot,0,0,0,,1799
No,Yes,,0,4,Ruby Hospital Area,1,48,1667,Resale,Residential Land / Plot,0,0,0,10,2880
No,No,,0,4,Bishnupur,,9,417,Resale,Residential Land / Plot,0,0,0,,2160
Yes,Yes,,2,,Joka,2,1.4,409,Resale,Residential Land / Plot,0,0,0,25,342
No,No,,0,4,Dankuni,,12,373,Resale,Residential Land / Plot,0,0,0,,3217
No,No,,0,4,Tollygunge,,5,625,Resale,Residential Land / Plot,0,0,0,,800
No,Yes,45 X 48,19,,Joka,2,6.2,287,New Property,Residential Land / Plot,1,1,0,25,2160
No,Yes,,43,,Joka,,1.4,409,Resale,Residential Land / Plot,0,0,0,,342
Yes,Yes,,0,2,Nabadwip,,17,1693,Resale,Residential Land / Plot,0,0,0,,1004
No,No,26.8 X 53.7,3,Congo,"Kamalgazi, Narendrapur",2,14,972,New Property,Residential Land / Plot,0,1,0,7,1440
Yes,No,,2,,Garia,2,135,3750,Resale,Residential Land / Plot,0,1,0,10,3600
Yes,No,,2,3,Purba Barisha,2,42,2471,Resale,Residential Land / Plot,0,0,0,5,1700
Yes,No,,2,3,Dum Dum,,45,2308,Resale,Residential Land / Plot,0,0,0,,1950
Yes,Yes,,0,,Shyamnagar,,30,2500,Resale,Residential Land / Plot,0,0,0,,1200
No,No,,0,5,Sonarpur,,50,1389,Resale,Residential Land / Plot,0,0,0,,3600
Yes,No,,3,3,Chak Garia,2,81,3932,Resale,Residential Land / Plot,0,0,0,9,2060
Yes,No,,4,5,Sonarpur,,90,2500,Resale,Residential Land / Plot,0,0,0,,3600
No,No,,0,Congo,Kaikhali,2,50,3401,Resale,Residential Land / Plot,0,0,0,7,1470
Yes,Yes,,5,10,Joka,3,4,278,Resale,Residential Land / Plot,0,0,0,10,1440
Yes,No,,0,2,Nabapally,3,16,1103,Resale,Residential Land / Plot,0,0,0,4,1450
No,No,,0,Congo,Habra,1,37,494,Resale,Residential Land / Plot,0,0,0,10,7488
No,No,,0,,Rajarhat,,15,260,Resale,Residential Land / Plot,0,0,0,,5760
No,No,,0,4,Thakurpukur,1,20,925,Resale,Residential Land / Plot,1,1,0,7,2160
No,No,,4,,Behala,3,7,536,Resale,Residential Land / Plot,0,0,0,10,1305
Yes,No,,4,,Barasat,,45,3125,Resale,Residential Land / Plot,0,0,0,,1440
Yes,No,53.7 X 40.2,5,1,Bishnupur,1,33,1528,Resale,Residential Land / Plot,0,0,0,10,2160
Yes,Yes,,0,4,Sonarpur,2,33,417,New Property,Residential Land / Plot,0,1,0,10,7921
No,No,,3,1,Sonarpur,,9.5,380,Resale,Residential Land / Plot,0,0,0,,2500
No,No,45 X 32,2,,Rajarhat,2,14.8,1028,New Property,Residential Land / Plot,1,1,0,30,1440
Yes,No,,0,4,Sonarpur,,330,2200,Resale,Residential Land / Plot,0,0,0,,15000
No,No,45 X 24,7,,Joka,1,4.1,382,New Property,Residential Land / Plot,1,0,0,6,1080
No,No,32.8 X 49.2,1,1,Action Area 3,4,85,5264,Resale,Residential Land / Plot,1,1,0,13,1615
No,No,,0,,"Hooghly Ghat, Hooghly",1,30,2000,Resale,Residential Land / Plot,0,0,0,10,1500
No,No,45 X 32,7,,Joka,1,5.5,382,New Property,Residential Land / Plot,1,0,0,5,1440
Yes,Yes,,1,4,Joka,2,2,139,Resale,Residential Land / Plot,0,0,0,16,1440
Yes,Yes,35 X 41.14,24,6,New Town,2,20.2,1400,New Property,Residential Land / Plot,0,1,0,10,1440
Yes,Yes,40 X 36,4,5,"Chinar Park, Rajarhat",2,22.8,1583,New Property,Residential Land / Plot,0,1,0,40,1440
No,No,,0,4,Ichapur,,80.8,295,Resale,Residential Land / Plot,0,0,0,,27360
No,Yes,45 X 32,4,4,Omarhati,2,7.4,514,New Property,Residential Land / Plot,1,1,0,30,1440
No,No,,0,,Bhadreswar,1,24,1191,Resale,Residential Land / Plot,0,0,0,10,2015
No,No,,0,4,Joka,,12,833,Resale,Residential Land / Plot,0,0,0,,1440
Yes,Yes,,0,4,Garia,,130,1389,Resale,Residential Land / Plot,0,0,0,,9361
No,No,,1,1,"Kamalgazi, Narendrapur",,20,1380,New Property,Residential Land / Plot,0,0,0,,1449
No,No,,0,3,Jagacha,,40,1860,Resale,Residential Land / Plot,0,0,0,,2150
Yes,Yes,,0,3,Sonarpur,,30,2000,Resale,Residential Land / Plot,0,0,0,,1500
No,No,66 X 50,1,4,Sodepur,1,26,788,Resale,Residential Land / Plot,0,1,0,20,3300
Yes,Yes,60 X 30,24,5,Action Area 3,2,27,1500,New Property,Residential Land / Plot,0,1,0,10,1800
No,No,2039 X 778,0,,Sonarpur,2,12,556,Resale,Residential Land / Plot,0,0,0,3,2160
Yes,Yes,,0,6,Dankuni,,410,804,Resale,Residential Land / Plot,0,0,0,,50970
No,No,73 X 34.52,0,1,Nayabad,1,70,2778,Resale,Residential Land / Plot,0,0,0,4,2520
No,Yes,,11,,Harinavi,2,110,1019,Resale,Residential Land / Plot,0,0,0,1,10800
No,No,,0,3,North 24 Parganas,,12,833,Resale,Residential Land / Plot,0,0,0,,1440
No,No,,0,1,Joka,,4,139,Resale,Residential Land / Plot,0,0,0,,2880
No,No,,0,1,Thakurpukur,,8,556,Resale,Residential Land / Plot,0,0,0,,1440
Yes,Yes,,25,5,Action Area 2,2,75,2344,Resale,Residential Land / Plot,1,1,1,16,3200
Yes,Yes,18 X 40,1,3,"Amtala, Diamond Harbour Road",1,4.9,681,New Property,Residential Land / Plot,0,1,0,10,720
Yes,Yes,18 X 40,1,3,"Amtala, Diamond Harbour Road",2,5,694,New Property,Residential Land / Plot,0,1,0,10,720
Yes,Yes,36 X 40,1,3,"Amtala, Diamond Harbour Road",1,10,694,New Property,Residential Land / Plot,0,1,0,10,1440
Yes,Yes,45 X 32,2,4,Rajarhat,2,15.6,1083,New Property,Residential Land / Plot,1,1,0,25,1440
Yes,No,,0,3,Birati,,40,2999,Resale,Residential Land / Plot,0,0,0,,1334
No,No,,0,,Ichapur,,30,2609,Resale,Residential Land / Plot,0,0,0,,1150
No,No,60 X 68.1,1,1,Action Area 3,4,95,2325,Resale,Residential Land / Plot,1,1,0,15,4086
No,No,,0,3,Sodepur,,13,903,Resale,Residential Land / Plot,0,0,0,,1440
Yes,No,,0,3,Gayeshpur,,45,1042,Resale,Residential Land / Plot,0,0,0,,4320
No,No,,0,3,"Chandannagar, Hooghly-Chinsurah",2,20,1852,Resale,Residential Land / Plot,0,0,0,10,720
No,No,,0,,Bhagabanpur,1,38.5,2567,Resale,Residential Land / Plot,0,0,0,20,1500
Yes,Yes,60 X 60,1,6,Action Area 3,2,44,1222,New Property,Residential Land / Plot,1,1,0,50,3600
Yes,Yes,36 X 40,2,3,"Amtala, Diamond Harbour Road",2,10.5,729,New Property,Residential Land / Plot,1,1,0,10,1440
Yes,No,,0,5,Baduria,,10,694,Resale,Residential Land / Plot,0,0,0,,1440
Yes,Yes,,3,,Agarpara,4,1000,2296,Resale,Residential Land / Plot,0,0,0,10,43560
Yes,No,,0,5,Rajarhat,2,75,2679,Resale,Residential Land / Plot,0,1,0,20,2800
Yes,Yes,45 X 34,6,2,Joka,3,4.9,319,New Property,Residential Land / Plot,1,1,0,7,1530
No,No,,0,,"Haridevpur, Paschim Putiary",,5.5,544,Resale,Residential Land / Plot,0,0,0,,1011
Yes,Yes,40 X 90,24,5,New Town,2,57,1583,New Property,Residential Land / Plot,0,0,0,10,3600
Yes,Yes,,7,,Action Area 3,,26,1806,Resale,Residential Land / Plot,0,0,0,,1440
Yes,Yes,,0,3,Pailan,,30,1042,Resale,Residential Land / Plot,0,0,0,,2880
No,No,,0,3,Joka,,11,170,Resale,Residential Land / Plot,0,0,0,,6481
Yes,No,,0,4,Rajarhat,,60,2083,Resale,Residential Land / Plot,0,0,0,,2880
Yes,Yes,,0,3,Jadavpur,,45,2866,Resale,Residential Land / Plot,0,0,0,,1570
Yes,Yes,35 X 41.14,24,5,New Town,2,22.5,1562,New Property,Residential Land / Plot,0,0,0,10,1440
No,Yes,,0,1,Hatiara,,50,1736,Resale,Residential Land / Plot,0,0,0,,2880
Yes,No,,0,6,Rajarhat,1,4.5,300,Resale,Residential Land / Plot,0,1,0,13,1500
Yes,No,,0,6,Rajarhat,2,95,2714,Resale,Residential Land / Plot,0,1,0,16,3500
Yes,Yes,50 X 57.6,24,5,New Town,2,46,1597,New Property,Residential Land / Plot,0,1,0,10,2880
Yes,Yes,45 X 42,6,3,Joka,2,6,319,New Property,Residential Land / Plot,1,1,0,7,1890
Yes,Yes,48 X 46,5,3,Joka,2,7,319,New Property,Residential Land / Plot,1,1,0,7,2208
Yes,No,60 X 50,7,4,Joka,2,9.6,319,New Property,Residential Land / Plot,1,1,0,7,3000
Yes,Yes,62 X 60,7,4,Joka,2,11.9,319,New Property,Residential Land / Plot,1,1,0,7,3720
Yes,No,60 X 36,8,2,Amarabati,2,54,2500,Resale,Residential Land / Plot,0,1,0,5,2160
Yes,No,,0,,Mukundapur,2,55,3820,Resale,Residential Land / Plot,0,0,0,6,1440
Yes,Yes,300000 X 300000,9,2,Bagnan,3,140,803,Resale,Residential Land / Plot,1,1,0,10,17420
Yes,No,,0,3,Rajarhat,,30,1470,Resale,Residential Land / Plot,0,0,0,,2041
Yes,Yes,40 X 45,7,3,Action Area 3,1,30,1667,New Property,Residential Land / Plot,1,1,0,8,1800
Yes,No,,0,3,Baruipur,,8.6,800,Resale,Residential Land / Plot,0,0,0,,1080
No,No,30 X 36.67,12,Congo,Joka,1,3.3,295,New Property,Residential Land / Plot,1,1,0,25,1100
Yes,Yes,36 X 40,2,1,"Amtala, Diamond Harbour Road",2,10,694,New Property,Residential Land / Plot,1,0,0,7,1440
No,No,,17,,Thakurpukur,,50,2500,Resale,Residential Land / Plot,0,0,0,,2000
Yes,Yes,18 X 40,1,3,"Amtala, Diamond Harbour Road",1,4.9,681,New Property,Residential Land / Plot,0,1,0,10,720
Yes,Yes,,0,1,Krishnanagar,,35,556,Resale,Residential Land / Plot,0,0,0,,6300
Yes,Yes,,0,,Bagnan,,125,2170,Resale,Residential Land / Plot,0,0,0,,5761
Yes,Yes,36 X 40,1,3,"Amtala, Diamond Harbour Road",2,10,694,New Property,Residential Land / Plot,0,1,0,10,1440
Yes,Yes,18 X 40,0,3,"Amtala, Diamond Harbour Road",1,5,694,New Property,Residential Land / Plot,0,1,0,10,720
Yes,No,,4,1,Barasat,2,40,2778,Resale,Residential Land / Plot,0,1,0,12,1440
Yes,Yes,60 X 48,6,4,Joka,2,9.2,319,New Property,Residential Land / Plot,1,1,0,7,2880
No,No,636 X 22,0,,Haripal,4,9,331,Resale,Residential Land / Plot,0,0,0,7,2722
Yes,Yes,45 X 42,7,3,Joka,2,5.2,277,New Property,Residential Land / Plot,1,1,0,7,1890
Yes,Yes,,0,1,"Chinar Park, Rajarhat",,80,2137,Resale,Residential Land / Plot,0,0,0,,3743
No,No,,0,,Jagacha,1,38,1242,Resale,Residential Land / Plot,0,0,0,5,3060
Yes,Yes,36 X 40,9,3,Action Area 3,1,24,1667,New Property,Residential Land / Plot,1,1,0,8,1440
No,No,71 X 33,1,,Maheshtala,1,45,1000,Resale,Residential Land / Plot,0,0,0,3,4500
Yes,Yes,60 X 60,10,4,Joka,2,10,278,New Property,Residential Land / Plot,1,1,0,7,3600
Yes,Yes,45 X 32,4,2,Joka,2,4.6,319,New Property,Residential Land / Plot,1,1,0,7,1440
Yes,No,,3,1,Rajarhat,,75,2083,Resale,Residential Land / Plot,0,0,0,,3600
Yes,Yes,45 X 40,6,3,Joka,2,5.8,319,New Property,Residential Land / Plot,1,1,0,7,1800
No,No,52.5 X 28.57,2,1,Purba Barisha,4,20,1333,Resale,Residential Land / Plot,0,1,0,4,1500
No,No,50 X 36,3,3,Rajarhat,1,19,1056,New Property,Residential Land / Plot,0,1,0,10,1800
Yes,No,,0,1,Birati,2,48,2286,Resale,Residential Land / Plot,1,1,0,3,2100
Yes,Yes,48 X 60,6,3,Action Area 3,1,48,1667,New Property,Residential Land / Plot,1,1,0,10,2880
Yes,Yes,60 X 50,9,4,Joka,2,8.3,277,New Property,Residential Land / Plot,1,0,0,7,3000
Yes,No,,0,3,Santipur,3,18,590,Resale,Residential Land / Plot,0,0,0,4,3050
No,Yes,24 X 30,13,,"Diamond Park, Joka",1,2.3,318,New Property,Residential Land / Plot,1,1,0,25,720
No,No,35 X 41.14,0,3,Ichapur,3,13,903,Resale,Residential Land / Plot,0,0,0,12,1440
Yes,Yes,145.83 X 96,6,1,Madhyamgram,1,260,1857,Resale,Residential Land / Plot,0,1,0,10,14000
No,Yes,,0,3,Jorabagan,,150,3750,Resale,Residential Land / Plot,0,0,0,,4000
Yes,No,,0,5,Howrah,,150,1488,Resale,Residential Land / Plot,0,0,0,,10080
No,No,,0,,Garia,,10,694,Resale,Residential Land / Plot,0,0,0,,1440
No,No,1 X 400,16,,Thakurpukur,1,2.3,312,New Property,Residential Land / Plot,1,1,1,60,725
Yes,No,47 X 33,0,,Sodepur,2,24.5,1701,Resale,Residential Land / Plot,0,0,0,3,1440
Yes,Yes,,0,,Rajarhat,2,19.6,1361,Resale,Residential Land / Plot,0,0,0,10,1440
Yes,No,24 X 30,8,3,Bhasa,4,1,139,New Property,Residential Land / Plot,0,0,0,8,720
Yes,Yes,36 X 40,1,3,New Town,2,26.1,1812,New Property,Residential Land / Plot,0,1,0,10,1440
Yes,Yes,18 X 40,1,3,Action Area 3,1,12.5,1736,New Property,Residential Land / Plot,0,1,0,10,720
Yes,No,134 X 32.2,4,1,Baruipur,3,40,926,Resale,Residential Land / Plot,0,0,0,4,4320
Yes,Yes,20 X 108,3,2,"Tollygunge Phari, Tollygunge",1,60,2778,Resale,Residential Land / Plot,0,0,0,4,2160
Yes,Yes,,1,4,Joka,4,2.7,188,Resale,Residential Land / Plot,0,0,0,25,1440
Yes,Yes,40 X 45,8,3,New Town,1,31.3,1736,New Property,Residential Land / Plot,1,1,0,13,1800
Yes,Yes,,0,,"Silpara, Purba Barisha",,42,1458,Resale,Residential Land / Plot,0,0,0,,2880
No,No,,4,,New Town,4,12,1667,Resale,Residential Land / Plot,0,0,0,10,720
Yes,Yes,32 X 45,4,3,Action Area 2,3,14.8,1028,Resale,Residential Land / Plot,1,1,0,7,1440
No,No,26.8 X 53.7,0,Congo,Joka,3,11,764,New Property,Residential Land / Plot,1,1,0,20,1440
No,No,2683 X 0.54,6,Congo,Joka,3,8,554,New Property,Residential Land / Plot,1,1,0,20,1440
No,No,2683 X 0.81,7,Congo,Joka,3,13.5,625,New Property,Residential Land / Plot,1,0,0,20,2160
Yes,No,,1,,Konnagar,3,45,2432,Resale,Residential Land / Plot,0,0,0,5,1850
Yes,Yes,36 X 20,10,4,Joka,2,1.4,194,Resale,Residential Land / Plot,1,1,0,25,720
Yes,No,,0,6,Chakdaha,,225,2083,Resale,Residential Land / Plot,0,0,0,,10800
Yes,No,,0,4,Harinavi,,40,1852,Resale,Residential Land / Plot,0,0,0,,2160
Yes,Yes,60 X 60,9,4,Action Area 3,1,61,1694,New Property,Residential Land / Plot,1,1,0,10,3600
No,No,,3,,New Town,3,12,833,Resale,Residential Land / Plot,0,0,0,10,1440
Yes,No,,0,4,Parnasree Palli,,38.5,1528,Resale,Residential Land / Plot,0,0,0,,2160
No,No,24 X 30,5,,"Diamond Park, Joka",1,2.7,374,New Property,Residential Land / Plot,1,1,0,25,720
No,No,23 X 28.26,13,,"Diamond Park, Joka",1,1.6,238,New Property,Residential Land / Plot,1,1,0,10,650
Yes,Yes,45 X 40,0,4,Joka,2,10,556,New Property,Residential Land / Plot,1,1,0,7,1800
Yes,Yes,,0,4,Bramhapur,,35,2430,Resale,Residential Land / Plot,0,0,0,,1440
Yes,Yes,,0,4,Bramhapur,,35,2430,Resale,Residential Land / Plot,0,0,0,,1440
Yes,Yes,90 X 40,24,1,New Town,2,47.7,1325,New Property,Residential Land / Plot,0,1,0,10,3600
No,No,,0,3,"Amtala, Diamond Harbour Road",4,13,903,Resale,Residential Land / Plot,0,0,0,25,1440
Yes,Yes,80 X 36,24,5,New Town,2,38.2,1325,New Property,Residential Land / Plot,0,1,0,10,2880
No,Yes,24 X 30,6,,Joka,1,2.5,346,New Property,Residential Land / Plot,1,1,0,10,720
No,No,,0,2,Madhyamgram,,160,941,Resale,Residential Land / Plot,0,0,0,,17000
